year,co2,co2_per_capita,trade_co2,cement_co2,cement_co2_per_capita,coal_co2,coal_co2_per_capita,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,oil_co2,oil_co2_per_capita,other_industry_co2,other_co2_per_capita,co2_growth_prct,co2_growth_abs,co2_per_gdp,co2_per_unit_energy,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_co2,cumulative_cement_co2,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_oil_co2,cumulative_other_co2,trade_co2_share,share_global_co2,share_global_cement_co2,share_global_coal_co2,share_global_flaring_co2,share_global_gas_co2,share_global_oil_co2,share_global_other_co2,share_global_cumulative_co2,share_global_cumulative_cement_co2,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,total_ghg,ghg_per_capita,total_ghg_excluding_lucf,ghg_excluding_lucf_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,population,gdp,primary_energy_consumption,energy_per_capita,energy_per_gdp
1880,4705.817,62.067,0.0,0.0,0.0,4635.385,60.675,0.0,0.0,0.0,0.0,70.429,1.391,0.0,0.0,1245.03,540.669,15.343,0.0,0.0,0.0,0.0,106223.076,0.0,105772.837,0.0,0.0,450.169,0.0,0.0,551.25,400.0,552.91,0.0,0.0,458.07,0.0,570.69,400.0,571.25,0.0,0.0,465.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3413327016.0,1064213397760.0,0.0,0.0,0.0
1881,4855.252,60.584,0.0,0.0,0.0,4774.602,59.0,0.0,0.0,0.0,0.0,80.647,1.585,0.0,0.0,170.64,149.429,14.527,0.0,0.0,0.0,0.0,111078.328,0.0,110547.438,0.0,0.0,530.886,0.0,0.0,550.21,400.0,551.87,0.0,0.0,467.39,0.0,569.76,400.0,570.34,0.0,0.0,465.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3437917078.0,1099377311744.0,0.0,0.0,0.0
1882,5099.361,63.656,0.0,0.0,0.0,5010.393,61.979,0.0,0.0,0.66,0.006,88.313,1.667,0.0,0.0,716.28,244.467,15.019,0.0,0.0,0.0,0.0,116176.589,0.004,115556.732,0.0,0.66,619.192,0.0,0.0,547.19,400.0,548.88,0.0,400.0,465.98,0.0,568.71,400.0,569.37,0.0,400.0,465.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3463804081.0,1139680709888.0,0.0,0.0,0.0
1883,5414.239,67.655,0.0,0.0,0.0,5333.028,66.008,0.0,0.0,1.524,0.014,79.686,1.633,0.0,0.0,734.36,314.866,15.696,0.0,0.0,0.0,0.0,121592.46,0.004,120891.393,0.0,2.184,698.797,0.0,0.0,546.32,400.0,547.46,0.0,400.0,482.43,0.0,567.71,400.0,568.4,0.0,400.0,467.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3491273487.0,1167344785408.0,0.0,0.0,0.0
1884,5451.025,68.444,0.0,0.0,0.0,5356.374,66.532,0.0,0.0,4.688,0.044,89.958,1.87,0.0,0.0,274.39,36.74,15.788,0.0,0.0,0.0,0.0,127041.849,0.004,126246.132,0.0,6.872,788.752,0.0,0.0,543.93,400.0,545.1,0.0,400.0,490.64,0.0,566.63,400.0,567.32,0.0,400.0,469.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3687611163.0,1414375332096.0,0.0,0.0,0.0
1885,5486.304,68.644,0.0,0.0,0.0,5375.681,66.483,0.0,0.0,14.86,0.136,95.757,2.025,0.0,0.0,415.29,35.25,16.066,0.0,0.0,0.0,0.0,132528.15,0.008,131621.814,0.0,21.736,884.509,0.0,0.0,543.36,400.0,544.62,0.0,400.0,504.77,0.0,565.6,400.0,566.38,0.0,400.0,473.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3724825581.0,1496189981696.0,0.0,0.0,0.0
1886,5548.983,68.883,0.0,0.0,0.0,5411.062,66.402,0.0,0.0,30.704,0.277,107.22,2.206,0.0,0.0,316.23,62.711,15.855,0.0,0.0,0.0,0.0,138077.108,0.008,137032.84,0.0,52.44,991.734,0.0,0.0,541.11,400.0,543.25,0.0,400.0,491.05,0.0,564.58,400.0,565.44,0.0,400.0,475.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3754893010.0,1517499639296.0,0.0,0.0,0.0
1887,5811.196,72.178,0.0,0.004,0.0,5647.065,69.374,0.0,0.0,47.148,0.417,116.98,2.385,0.0,0.0,15279.33,261.126,16.159,0.0,0.0,0.0,0.0,143888.297,0.012,142679.906,0.0,99.588,1108.711,0.0,0.0,539.7,400.0,542.16,0.0,400.0,498.02,0.0,563.52,400.0,564.46,0.0,400.0,477.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3788438443.0,1572897849344.0,0.0,0.0,0.0
1888,6365.691,78.536,0.0,0.004,0.0,6174.95,75.44,0.0,0.0,67.096,0.58,123.643,2.519,0.0,0.0,641.42,554.49,17.347,0.0,0.0,0.0,0.0,150255.628,0.012,148856.498,0.0,166.684,1232.351,0.0,0.0,533.88,400.0,536.53,0.0,400.0,502.83,0.0,562.26,400.0,563.27,0.0,400.0,480.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3819382645.0,1593921109504.0,0.0,0.0,0.0
1889,6437.335,78.617,0.0,0.004,0.0,6248.375,75.503,0.0,0.0,48.908,0.415,140.059,2.701,0.0,0.0,751.94,71.645,17.047,0.0,0.0,0.0,0.0,156691.329,0.016,155103.23,0.0,215.588,1372.41,0.0,0.0,540.11,400.0,542.75,0.0,400.0,492.85,0.0,561.29,400.0,562.39,0.0,400.0,481.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3882904394.0,1681080068096.0,0.0,0.0,0.0
1890,6942.011,83.08,0.0,0.004,0.0,6726.637,79.587,0.0,0.0,46.752,0.388,168.627,3.11,0.0,0.0,2289.05,504.581,20.091,0.0,0.0,0.0,0.0,163633.373,0.016,161829.893,0.0,262.34,1541.119,0.0,0.0,534.62,400.0,537.19,0.0,400.0,486.5,0.0,560.09,400.0,561.28,0.0,400.0,481.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3917392385.0,1805519662848.0,0.0,0.0,0.0
1891,7248.376,83.741,0.0,0.004,0.0,7014.24,80.0,0.0,0.0,35.788,0.273,198.342,3.468,0.0,0.0,1094.03,305.836,18.768,0.0,0.0,0.0,0.0,170881.75,0.02,168844.14,0.0,298.132,1739.462,0.0,0.0,533.39,400.0,535.77,0.0,400.0,485.62,0.0,558.92,400.0,560.19,0.0,400.0,482.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3955066069.0,1716748578816.0,0.0,0.0,0.0
1892,7266.456,83.365,0.0,0.004,0.0,7037.822,79.563,0.0,0.0,31.1,0.232,197.53,3.571,0.0,0.0,11399.39,17.493,18.387,0.0,0.0,0.0,0.0,178149.848,0.024,175883.605,0.0,329.232,1936.894,0.0,0.0,530.33,400.0,532.28,0.0,400.0,491.16,0.0,557.62,400.0,559.02,0.0,400.0,483.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3994538358.0,1795068727552.0,0.0,0.0,0.0
1893,7154.641,83.145,0.0,0.004,0.0,6913.282,79.02,0.0,0.0,29.152,0.215,212.205,3.912,0.0,0.0,1603.01,-111.815,18.336,0.0,0.0,0.0,0.0,185304.487,0.024,182796.884,0.0,358.384,2148.999,0.0,0.0,528.53,400.0,530.18,0.0,400.0,498.64,0.0,556.5,400.0,557.88,0.0,400.0,484.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4022125742.0,1793364491776.0,0.0,0.0,0.0
1894,7491.072,86.743,0.0,0.004,0.0,7256.913,82.762,0.0,0.0,26.792,0.194,207.365,3.787,0.0,0.0,1291.22,336.432,18.867,0.0,0.0,0.0,0.0,192795.555,0.028,190053.798,0.0,385.176,2356.361,0.0,0.0,534.69,400.0,536.53,0.0,400.0,497.12,0.0,555.62,400.0,557.02,0.0,400.0,485.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4050095753.0,1828623698688.0,0.0,0.0,0.0
1895,7879.584,90.368,0.0,0.004,0.0,7607.143,85.695,0.0,0.0,28.168,0.199,244.273,4.466,0.0,0.0,698.95,387.997,20.793,0.0,0.0,0.0,0.0,200675.144,0.032,197660.937,0.0,413.344,2600.63,0.0,0.0,530.47,400.0,532.04,0.0,400.0,503.2,0.0,554.58,400.0,556.05,0.0,400.0,487.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4081417070.0,1927694069504.0,0.0,0.0,0.0
1896,8162.738,93.393,0.0,0.004,0.0,7873.748,88.66,0.0,0.0,27.392,0.191,261.596,4.542,0.0,0.0,578.27,283.146,20.873,0.0,0.0,0.0,0.0,208837.879,0.036,205534.684,0.0,440.736,2862.319,0.0,0.0,532.21,400.0,534.08,0.0,400.0,497.54,0.0,553.69,400.0,555.1,0.0,400.0,488.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4112741514.0,1930319832064.0,0.0,0.0,0.0
1897,8554.199,97.491,0.0,0.004,0.0,8246.288,92.309,0.0,0.0,29.152,0.199,278.752,4.984,0.0,0.0,1786.71,391.459,21.426,0.0,0.0,0.0,0.0,217392.073,0.04,213780.97,0.0,469.884,3141.074,0.0,0.0,532.53,400.0,534.2,0.0,400.0,501.84,0.0,552.8,400.0,554.33,0.0,400.0,489.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4141849680.0,2039664653824.0,0.0,0.0,0.0
1898,8979.142,102.219,0.0,0.004,0.0,8653.243,96.599,0.0,0.0,33.84,0.227,292.049,5.387,0.0,0.0,1351.7,424.944,21.828,0.0,0.0,0.0,0.0,226371.212,0.044,222434.216,0.0,503.724,3433.125,0.0,0.0,529.93,400.0,531.27,0.0,400.0,510.72,0.0,551.88,400.0,553.39,0.0,400.0,491.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4171303298.0,2114767779840.0,0.0,0.0,0.0
1899,9751.043,109.045,0.0,0.004,0.0,9400.131,102.976,0.0,0.0,43.616,0.288,307.292,5.779,0.0,0.0,739.42,771.812,23.389,0.0,0.0,0.0,0.0,236122.257,0.048,231834.337,0.0,547.344,3740.421,0.0,0.0,526.85,400.0,528.08,0.0,400.0,511.72,0.0,550.78,400.0,552.31,0.0,400.0,492.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4602093762.0,2177806011648.0,0.0,0.0,0.0
1900,10273.974,115.024,0.0,0.004,0.0,9883.032,108.162,0.0,0.0,46.168,0.298,344.763,6.565,0.0,0.0,853.39,523.021,25.39,0.0,0.0,0.0,0.0,246396.134,0.052,241717.28,0.0,593.508,4075.717,0.0,0.0,526.28,400.0,527.54,0.0,400.0,512.06,0.0,549.74,400.0,551.24,0.0,400.0,493.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4640899886.0,6133465473280.0,0.0,0.0,0.0
1901,10519.693,117.709,0.0,0.008,0.0,10086.193,110.341,0.0,0.0,51.444,0.327,382.05,7.039,0.0,0.0,760.97,243.619,23.731,0.0,0.0,0.0,0.0,256915.824,0.06,251803.47,0.0,644.952,4457.768,0.0,0.0,521.62,400.0,522.84,0.0,400.0,511.02,0.0,548.5,400.0,550.03,0.0,400.0,494.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4693153617.0,2347696697856.0,0.0,0.0,0.0
1902,10728.188,118.816,0.0,0.008,0.0,10269.213,111.725,0.0,0.0,54.792,0.342,404.175,6.747,0.0,0.0,100.07,208.4,23.705,0.0,0.0,0.0,0.0,267644.11,0.068,262072.429,0.0,699.744,4861.941,0.0,0.0,518.84,400.0,520.44,0.0,400.06,500.09,0.0,547.29,400.0,548.84,0.0,400.0,495.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4732751654.0,2391973938176.0,0.0,0.0,0.0
1903,11584.283,124.715,0.0,0.012,0.0,11104.923,117.702,0.0,0.0,58.12,0.357,421.234,6.661,0.0,0.0,2563.95,855.983,24.243,0.0,0.0,0.0,0.0,279228.395,0.08,273177.707,0.0,757.86,5283.177,0.0,0.0,513.45,400.0,515.09,0.0,400.06,492.19,0.0,545.74,400.0,547.33,0.0,400.0,494.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4775445666.0,2471921160320.0,0.0,0.0,0.0
1904,11744.309,127.229,0.0,0.012,0.0,11207.758,119.635,0.0,0.0,60.67,0.365,468.535,7.185,5.502,0.043,611.73,160.021,24.758,0.0,0.0,0.0,0.0,290972.692,0.088,284385.458,0.0,818.53,5751.71,5.502,0.0,514.72,400.0,516.75,0.0,400.04,487.49,300.0,544.43,400.0,546.07,0.0,400.02,494.31,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4820360749.0,2497973438208.0,0.0,0.0,0.0
1905,12412.94,130.581,0.0,0.012,0.0,11876.064,123.663,0.0,0.0,68.688,0.405,460.255,6.473,5.94,0.045,256.67,668.606,24.445,0.0,0.0,0.0,0.0,303385.638,0.104,296261.524,0.0,887.216,6211.967,11.442,0.0,510.91,400.0,513.34,0.0,400.04,474.22,300.0,542.94,400.0,544.73,0.0,400.02,492.76,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4877742368.0,2582474008576.0,0.0,0.0,0.0
1906,12992.218,138.994,0.0,0.016,0.0,12436.321,131.554,0.0,0.0,76.13,0.441,471.243,6.942,6.381,0.049,1561.22,579.306,25.216,0.0,0.0,0.0,0.0,316377.828,0.12,308697.812,0.0,963.346,6683.207,17.823,0.0,509.14,400.0,511.19,0.0,400.12,481.15,300.0,541.48,400.0,543.26,0.0,400.02,491.89,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4931878505.0,2741160484736.0,0.0,0.0,0.0
1907,14631.418,152.584,0.0,0.02,0.0,13977.866,144.195,0.0,0.0,79.53,0.451,565.792,7.892,6.162,0.045,1090.76,1639.199,27.409,0.0,0.0,0.0,0.0,331009.242,0.14,322675.678,0.0,1042.878,7248.995,23.985,0.0,507.13,400.0,509.45,0.0,400.12,473.6,300.0,539.86,400.0,541.68,0.0,400.02,490.45,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4983347061.0,2795103861760.0,0.0,0.0,0.0
1908,14249.58,153.669,0.0,0.684,0.02,13552.863,144.903,0.0,0.0,78.726,0.439,609.969,8.265,5.502,0.04,806.6,-381.846,28.667,0.0,0.0,0.0,0.0,345258.824,0.824,336228.544,0.0,1121.602,7858.965,29.487,0.0,513.21,591.88,516.15,0.0,400.12,473.53,300.0,538.72,547.38,540.61,0.0,400.04,489.06,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5028089599.0,2732041545728.0,0.0,0.0,0.0
1909,14695.804,152.254,0.0,0.684,0.02,13953.118,143.041,0.0,0.0,94.122,0.515,638.495,8.628,7.041,0.05,3377.38,445.894,27.406,0.0,0.0,0.0,0.0,359954.649,1.502,350181.681,0.0,1215.72,8497.464,36.528,0.0,509.07,589.76,511.76,0.0,400.12,475.07,300.0,537.41,565.82,539.43,0.0,400.04,488.04,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5071304829.0,2910402807808.0,0.0,0.0,0.0
1910,15305.588,160.22,0.0,0.796,0.024,14519.658,150.709,0.0,0.0,99.692,0.536,676.049,8.902,7.041,0.049,550.44,609.579,30.031,0.0,0.0,0.0,0.0,375261.339,2.302,364702.446,0.0,1315.41,9169.692,43.569,0.0,505.53,589.78,508.39,0.0,400.12,469.85,300.0,536.05,573.9,538.11,0.0,400.04,486.37,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5116298909.0,3060987252224.0,0.0,0.0,0.0
1911,15615.093,161.746,0.0,0.874,0.026,14787.219,151.299,0.0,0.0,103.518,0.653,714.395,9.717,6.822,0.047,4331.67,309.808,27.139,0.0,0.0,0.0,0.0,390873.515,3.176,379486.746,0.0,1418.929,9884.084,50.391,0.0,506.56,590.44,509.61,0.0,402.51,468.12,300.0,534.83,578.36,536.95,0.0,400.23,485.05,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5162367252.0,3439840224512.0,0.0,0.0,0.0
1912,16328.517,170.892,0.0,1.044,0.032,15468.661,159.524,0.0,0.0,114.093,0.732,735.331,10.552,7.041,0.048,1155.07,714.309,28.969,0.0,0.0,0.0,0.0,407193.413,4.222,394945.169,0.0,1533.02,10619.42,57.432,0.0,505.82,591.6,508.74,0.0,402.94,468.87,300.0,533.58,581.58,535.75,0.0,400.43,483.87,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5199743672.0,3146476743424.0,0.0,0.0,0.0
1913,17677.122,184.617,0.0,1.198,0.037,16704.226,171.823,0.0,0.0,119.587,0.794,842.424,11.912,7.263,0.049,2564.31,1347.028,33.227,0.0,0.0,0.0,0.0,424882.08,5.42,411660.949,0.0,1652.608,11461.85,64.695,0.0,506.16,591.84,509.48,0.0,404.04,463.7,300.0,532.37,583.82,534.64,0.0,400.69,482.35,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5235219697.0,3866917572096.0,0.0,0.0,0.0
1914,15984.337,164.586,0.0,0.866,0.025,15000.421,151.929,0.0,0.0,121.773,0.805,852.18,11.777,6.822,0.045,741.88,-1688.616,29.295,0.0,0.0,0.0,0.0,440844.173,6.284,426640.735,0.0,1774.381,12293.299,71.517,0.0,504.52,589.18,508.52,0.0,404.07,459.05,300.0,531.31,584.56,533.66,0.0,400.91,479.8,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5271233834.0,3057537308160.0,0.0,0.0,0.0
1915,15639.707,155.969,0.0,0.948,0.028,14598.168,142.66,0.0,0.0,128.626,0.817,902.287,12.408,7.263,0.047,52.29,-344.652,27.738,0.0,0.0,0.0,0.0,456483.881,7.232,441238.902,0.0,1903.003,13195.589,78.777,0.0,500.41,590.38,504.49,0.0,403.64,457.63,300.0,530.2,585.3,532.65,0.0,401.1,478.26,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5329763564.0,3077528457728.0,0.0,0.0,0.0
1916,16795.017,161.902,0.0,1.07,0.031,15652.765,147.212,0.0,0.0,155.184,0.985,975.137,13.615,8.142,0.052,1150.85,1155.292,27.204,0.0,0.0,0.0,0.0,473278.894,8.304,456891.663,0.0,2058.188,14170.721,86.919,0.0,497.87,590.94,502.16,0.0,404.37,454.21,300.0,528.96,586.02,531.54,0.0,401.37,476.54,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5374474072.0,3282300392960.0,0.0,0.0,0.0
1917,17384.339,157.001,0.0,0.872,0.024,16127.885,141.027,0.0,0.0,163.743,1.032,1081.86,14.865,7.482,0.047,266.48,590.286,26.714,0.0,0.0,0.0,0.0,490657.708,9.176,473014.022,0.0,2221.931,15252.586,94.401,0.0,492.82,588.78,496.9,0.0,404.21,452.95,300.0,527.57,586.28,530.28,0.0,401.55,474.78,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5413343225.0,3209378934272.0,0.0,0.0,0.0
1918,16918.386,150.483,0.0,0.704,0.02,15670.669,135.882,0.0,0.0,147.424,0.879,1091.081,13.658,6.381,0.04,-85.57,-466.924,25.946,0.0,0.0,0.0,0.0,507581.619,9.88,488690.222,0.0,2369.356,16360.706,100.782,0.0,486.28,589.34,490.32,0.0,403.69,446.05,300.0,526.1,586.5,528.85,0.0,401.67,473.24,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5450787656.0,3202004091648.0,0.0,0.0,0.0
1919,14647.259,136.463,0.0,0.732,0.02,13275.366,120.279,0.0,0.0,153.557,0.911,1208.8,15.203,6.6,0.04,163.3,-2274.066,25.314,0.0,0.0,0.0,0.0,522251.042,10.612,501987.753,0.0,2522.915,17564.822,107.385,0.0,485.8,588.4,491.35,0.0,404.68,442.81,300.0,524.87,586.64,527.81,0.0,401.88,470.86,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5490675969.0,3195037873408.0,0.0,0.0,0.0
1920,17039.597,158.773,0.0,0.876,0.024,15321.078,137.435,0.0,0.0,169.659,0.965,1538.601,20.308,7.041,0.042,4597.31,2392.099,31.822,0.0,0.0,0.0,0.0,539290.727,11.488,517308.913,0.0,2692.574,18978.613,114.426,0.0,485.78,588.08,492.22,0.0,407.03,438.42,300.0,523.56,586.74,526.67,0.0,402.18,465.04,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5547367128.0,7628947169024.0,0.0,0.0,0.0
1921,15077.57,146.434,0.0,0.762,0.02,13238.795,122.631,0.0,0.0,142.975,0.817,1688.288,22.931,5.061,0.03,246.35,-1961.851,28.632,0.0,0.0,0.0,0.0,554368.08,12.248,530547.709,0.0,2835.55,20808.13,119.487,0.0,490.16,586.46,498.63,0.0,408.6,439.33,300.0,522.65,586.72,525.96,0.0,402.48,465.98,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5592699364.0,3244463982336.0,0.0,0.0,0.0
1922,15961.506,153.943,0.0,1.138,0.033,13919.418,128.512,0.0,0.0,163.622,0.912,1867.648,24.442,7.263,0.043,2804.77,884.196,28.647,0.0,0.0,0.0,0.0,570325.915,13.382,544463.45,0.0,2999.174,22676.988,126.75,0.0,494.72,589.42,504.78,0.0,407.98,438.04,300.0,521.8,586.96,525.42,0.0,402.79,463.54,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5639903951.0,3458365962496.0,0.0,0.0,0.0
1923,17596.231,168.224,0.0,1.224,0.035,15314.336,142.005,0.0,0.0,213.511,1.14,2056.302,24.988,8.142,0.047,1284.17,1634.725,29.652,0.0,0.0,0.0,0.0,587922.144,14.606,559777.779,0.0,3211.927,24733.299,134.892,0.0,480.6,588.22,488.95,0.0,406.48,434.26,300.0,520.44,587.06,524.33,0.0,402.92,460.95,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5689213685.0,3614959633920.0,0.0,0.0,0.0
1924,18042.982,175.316,0.0,1.27,0.036,15732.114,147.669,0.0,0.0,243.033,1.283,2055.712,26.276,8.142,0.047,3871.6,440.072,31.002,0.0,0.0,0.0,0.0,605968.669,15.876,575513.432,0.0,3454.955,26789.011,143.034,0.0,491.37,587.68,501.15,0.0,407.03,436.58,300.0,519.5,587.12,523.68,0.0,403.21,458.98,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5739268431.0,3832982965248.0,0.0,0.0,0.0
1925,18168.08,174.468,0.0,57.808,0.287,15674.383,145.68,0.0,0.0,261.221,1.892,2162.342,26.55,9.243,0.053,626.92,125.093,29.718,0.0,0.0,0.0,0.0,624136.752,73.684,591187.818,0.0,3716.173,28951.352,152.274,0.0,489.27,403.1,499.37,0.0,408.64,438.81,300.0,518.59,432.3,523.01,0.0,403.57,457.4,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5790098691.0,3972095738112.0,0.0,0.0,0.0
1926,17463.744,171.252,0.0,59.074,0.292,14965.753,142.336,0.0,0.0,281.866,1.499,2145.034,27.079,9.021,0.051,978.08,-704.927,28.369,0.0,0.0,0.0,0.0,641600.494,132.758,606153.565,0.0,3997.585,31096.384,161.298,0.0,479.03,403.2,487.81,0.0,407.65,437.2,300.0,517.43,418.84,522.09,0.0,403.87,455.98,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5841637637.0,4102032081664.0,0.0,0.0,0.0
1927,19540.742,188.994,0.0,62.183,0.353,16825.197,158.806,0.0,0.0,309.848,1.619,2331.773,28.168,8.802,0.049,1456.8,2076.802,30.89,0.0,0.0,0.0,0.0,661141.236,194.942,622978.766,0.0,4307.433,33333.628,170.1,0.0,490.77,404.95,502.34,0.0,407.62,433.53,300.0,516.61,414.32,521.52,0.0,404.08,453.01,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5901881898.0,4210719226624.0,0.0,0.0,0.0
1928,19485.276,190.849,0.0,176.97,2.081,16576.196,155.188,0.0,0.0,336.925,1.743,2383.455,31.787,8.802,0.048,1491.65,-58.656,29.988,0.0,0.0,0.0,0.0,680626.51,371.915,639554.964,0.0,4643.378,35717.081,178.902,0.0,491.71,498.19,503.54,0.0,407.8,433.67,300.0,515.85,450.43,521.04,0.0,404.3,451.71,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5977077859.0,4345063834880.0,0.0,0.0,0.0
1929,20954.215,204.375,0.0,184.251,1.973,17723.837,165.572,0.0,0.0,420.158,3.03,2614.528,33.749,8.583,0.047,1041.52,1468.933,31.381,0.0,0.0,0.0,0.0,701580.722,555.525,657278.74,0.0,5064.751,38331.614,187.482,0.0,492.47,500.95,504.97,0.0,408.35,433.68,300.0,515.08,465.43,520.56,0.0,404.68,450.42,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6032329283.0,5103062403328.0,0.0,0.0,0.0
1930,19421.428,202.617,0.0,178.361,2.081,16227.787,152.371,0.0,0.0,427.674,2.265,2578.514,45.857,6.822,0.037,414.77,-1532.823,30.933,0.0,0.0,0.0,0.0,721002.146,733.487,673506.519,0.0,5491.059,40902.763,194.304,0.0,495.02,502.79,506.74,0.0,410.35,445.62,300.0,514.56,473.72,520.27,0.0,405.06,450.06,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6096849321.0,4904437281280.0,0.0,0.0,0.0
1931,17490.009,176.632,0.0,157.838,2.063,14412.629,137.68,0.0,0.0,384.206,2.111,2528.006,34.756,5.502,0.029,-372.58,-1931.459,30.615,0.0,0.0,0.0,0.0,738492.159,891.958,687918.352,0.0,5875.252,43432.68,199.806,0.0,498.93,511.37,511.24,0.0,413.66,450.78,300.0,514.22,480.33,520.08,0.0,405.61,450.1,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6166001519.0,4721535859456.0,0.0,0.0,0.0
